14,11,0,5,3,11,21,17,13,2
9,24,28,29,14,11,18,6,28,13
13,13,16,22,23,13,1,9,16,0
9,3,14,4,20,15,6,30,26,20
8,24,16,26,27,9,10,9,10,3
4,20,10,28,23,14,19,29,12,6
5,14,10,17,19,0,6,12,18,16
15,16,30,12,8,5,2,0,28,19
2,16,14,13,10,9,30,9,4,11
28,19,23,21,25,23,6,4,1,18
4,20,20,8,11,18,30,30,12,26
4,5,24,0,2,21,18,13,18,21
22,24,8,29,26,24,7,16,28,12
20,6,8,30,13,26,16,8,9,17
11,12,22,24,5,3,22,27,16,7
2,7,5,30,0,20,8,3,24,22
0,8,25,15,20,23,3,25,10,10
12,18,27,1,19,10,17,18,20,2
2,0,25,13,31,11,9,11,7,15
21,15,18,3,1,24,18,16,31,28
2,10,12,16,5,11,18,15,6,8
31,5,0,8,23,7,14,10,11,10
19,15,18,7,12,0,22,8,28,0
9,27,14,21,30,3,30,8,17,10
1,26,25,20,15,23,14,25,3,2
31,30,18,19,19,4,10,24,25,1
30,14,7,25,14,9,6,17,5,15
17,2,20,1,25,6,6,5,25,17
15,6,30,18,3,0,8,9,16,0
27,6,19,8,14,16,11,3,25,6
5,6,0,30,3,6,0,11,11,8
