30,1,23,28,22,20,14,28,30,2,25,17,15,25,11,22,10,20,14,11,25,8,6,6,21,10,7,21,20,3,4,10,24,1,22,20,24,1,10,8,19,2,28,6,8,18,26,26,28,23,19,1,19,10,1,10,16,19,28,10,23,21,24,31,25,6,6,12,30,28,27,20,22,1,21,8,19,1,16,17,22,19,25,4,13,27,8,5,5,2,24,23,21,20,20,28,4,18,5,14
25,31,8,1,17,28,18,16,1,24,16,15,18,22,14,12,24,18,2,25,17,4,30,21,20,11,4,27,1,6,21,9,1,7,16,22,8,29,10,12,23,25,21,29,21,29,22,12,26,2,22,2,5,9,22,17,27,23,1,18,17,11,30,30,20,11,9,30,2,27,31,3,9,23,2,3,18,7,9,30,16,20,4,3,10,9,21,3,1,10,27,5,14,13,29,23,2,3,26,30
21,9,3,4,3,8,31,7,14,11,14,11,8,10,25,17,9,9,25,25,23,17,24,28,17,12,5,4,20,21,22,19,5,23,2,8,21,16,8,15,12,21,4,16,21,7,22,17,25,24,31,6,17,26,28,11,31,11,11,25,17,4,5,20,31,3,3,24,28,8,25,19,14,18,12,3,29,17,22,9,19,24,24,4,21,17,9,10,18,30,15,26,19,26,19,21,6,8,8,18
27,2,27,23,13,7,30,23,1,17,22,14,5,26,5,7,4,5,20,2,23,2,30,11,6,1,30,19,26,23,29,13,1,18,4,7,24,25,22,16,15,7,23,21,22,17,17,23,25,15,31,7,15,11,14,8,11,1,14,25,16,20,8,16,5,21,11,28,17,14,11,17,12,18,16,29,7,4,29,17,3,10,21,6,13,18,30,19,1,9,3,17,11,24,16,23,17,11,1,25
14,5,22,13,14,8,11,22,8,30,18,24,21,21,19,29,16,23,16,13,14,15,21,4,16,20,16,19,13,20,26,6,26,27,3,2,19,15,25,17,16,1,14,21,26,4,6,7,12,2,24,23,12,28,20,17,7,6,3,27,3,24,12,12,20,8,2,19,26,26,16,27,3,24,24,7,25,27,18,29,8,29,24,31,4,30,16,12,23,4,3,30,7,4,18,14,3,4,17,23
22,15,30,13,21,26,5,15,22,21,8,31,11,19,29,12,13,2,18,30,27,31,6,25,24,18,24,17,14,15,6,13,2,23,19,21,26,16,26,11,29,24,20,3,23,24,16,20,5,27,9,14,3,9,19,4,17,16,3,25,8,25,31,24,10,24,4,22,14,5,8,20,3,26,5,30,11,29,9,7,1,25,29,9,31,9,14,29,7,19,7,3,2,3,31,13,1,23,29,5
15,28,31,19,7,22,13,6,22,15,3,9,16,1,20,3,31,25,10,13,16,22,9,15,14,12,10,15,3,10,30,5,21,4,8,16,29,14,25,10,14,18,21,7,1,10,18,1,11,6,30,27,9,25,8,5,11,1,3,1,4,9,11,25,3,10,3,13,11,24,16,9,4,13,16,11,31,11,29,26,27,4,6,19,17,9,18,2,8,21,25,29,5,21,17,7,3,14,24,22
26,9,17,1,3,28,18,25,9,21,19,25,22,26,2,1,10,13,24,11,30,27,2,22,23,14,1,30,19,20,7,26,15,31,5,16,20,28,8,22,20,21,22,9,19,6,26,16,20,4,13,13,11,19,25,3,27,18,28,29,31,14,28,1,28,13,29,7,24,28,3,4,22,5,3,30,26,15,2,5,1,9,1,27,16,10,20,31,30,28,13,12,12,12,11,28,19,1,13,13
14,25,29,13,15,23,1,28,11,21,21,5,19,4,22,20,19,26,11,20,25,16,2,22,22,15,20,6,28,18,7,5,25,23,17,27,1,28,25,29,15,20,2,29,29,31,7,18,29,9,7,26,12,1,9,10,9,9,31,1,3,13,8,2,19,2,10,5,12,16,2,2,7,7,25,11,23,1,20,14,18,29,26,8,11,18,26,21,6,28,26,3,28,4,31,30,2,22,23,4
27,6,15,2,23,21,27,5,3,8,19,2,16,27,8,30,18,31,28,27,5,9,9,14,30,10,12,18,7,21,1,22,12,1,29,30,6,20,20,19,18,23,7,8,3,23,17,1,3,10,20,24,5,22,29,26,27,22,13,1,2,19,7,11,10,1,19,6,18,18,20,20,8,23,13,2,7,10,30,28,4,4,15,23,7,12,28,20,25,2,5,30,14,20,31,30,21,28,15,20
