1,8,0,0,12,8,10,2,4,15,18,25,25,0,6,0,27,25,24,17,23,4,15,14,20,10,25,19,25,21,15,4,18,23,20,24,12,19,15,12,16,21,9,10,17,10,26,6,23,0,8,9,14,19,30,9,15,0,2,10,24,26,13,26,6,27,25,9,17,26,4,3,2,21,23,12,1,10,5,8,11,6,13,20,16,28,8,17,3,2,14,23,30,9,3,1,20,7,8,12
24,10,8,0,27,2,16,16,3,27,5,11,18,25,8,18,11,17,6,1,15,29,1,26,27,10,22,3,28,18,24,21,7,8,21,16,15,7,8,7,23,20,9,24,1,7,6,4,30,23,15,25,25,27,21,18,22,14,0,9,13,20,12,5,30,9,29,17,9,1,8,22,22,14,25,29,5,28,13,14,2,13,9,11,16,16,8,12,14,26,0,21,18,29,25,12,3,22,27,2
10,2,11,5,27,4,19,25,12,28,6,20,24,8,24,1,10,0,29,23,21,20,15,15,10,29,3,20,15,3,10,19,20,20,0,19,3,3,7,8,10,10,2,21,27,23,28,19,8,21,5,14,30,7,30,14,29,4,30,5,10,18,4,16,11,7,27,18,25,10,23,10,28,4,1,0,15,13,10,19,30,19,8,2,19,14,22,13,23,13,5,18,7,12,13,18,6,10,6,8
25,13,4,11,12,1,13,23,25,15,26,27,30,21,10,13,19,2,28,20,24,30,1,23,0,23,5,10,5,12,14,1,1,28,3,17,6,16,29,28,19,0,5,18,26,7,30,24,28,26,28,18,30,8,2,9,23,9,22,23,1,13,29,9,19,25,26,27,11,21,18,17,2,13,12,12,26,23,2,24,20,18,4,0,20,16,5,21,20,5,9,1,16,0,28,28,16,2,29,24
5,14,2,22,20,21,25,29,5,16,3,8,24,24,18,16,2,15,11,18,10,6,26,5,28,10,9,20,18,28,29,24,29,10,23,22,9,13,21,21,10,17,22,11,10,13,11,20,21,17,29,14,23,3,27,25,2,5,23,22,25,29,11,27,1,13,21,12,21,26,29,9,16,18,22,15,23,5,25,17,7,20,5,11,5,10,25,8,27,0,23,6,22,9,16,9,19,9,12,29
20,0,14,4,7,24,4,10,15,28,20,30,26,21,5,26,11,29,10,7,28,25,18,21,14,19,13,9,6,1,4,30,2,25,26,1,13,21,21,26,9,1,2,12,30,8,30,14,2,19,18,17,6,16,1,17,29,18,1,5,3,25,25,2,7,15,5,21,19,15,23,22,17,9,4,19,4,2,12,0,2,8,15,24,24,10,5,0,23,20,18,10,8,4,26,16,11,9,7,17
27,19,11,8,29,25,30,12,3,17,13,25,15,20,2,19,5,26,21,22,17,15,21,28,28,12,16,21,12,11,2,13,10,24,23,15,7,23,20,11,20,8,28,13,29,10,3,29,7,3,0,5,1,25,3,2,30,20,3,13,0,0,1,24,27,5,7,6,29,30,17,11,21,25,19,2,2,6,20,24,7,13,2,13,6,30,29,29,19,11,21,19,3,30,10,24,18,0,25,29
23,1,25,19,19,8,25,4,26,24,18,24,27,7,9,7,25,28,22,22,8,18,20,5,10,17,8,12,26,7,21,10,20,3,29,7,8,12,24,19,13,5,13,13,30,27,23,18,28,6,27,18,5,9,19,8,18,10,8,1,8,4,13,5,14,4,13,1,6,13,13,22,9,3,7,4,20,17,17,8,27,24,28,3,12,14,22,30,8,11,24,6,17,13,12,10,26,5,11,18
7,5,16,8,6,27,10,10,23,20,22,20,10,14,7,28,22,30,24,10,8,1,19,13,21,29,25,12,13,7,28,1,15,4,28,10,27,17,17,0,3,13,2,6,4,0,17,7,14,1,21,4,17,24,11,5,29,1,27,20,29,14,2,22,0,28,0,19,18,8,8,30,18,7,26,20,14,20,0,25,6,28,4,24,7,23,4,24,10,13,26,2,6,16,18,2,21,26,15,30
11,21,25,9,3,18,19,17,17,14,9,16,6,29,28,23,20,11,18,1,27,17,29,1,0,19,24,6,28,11,3,6,16,12,6,17,18,6,15,28,7,23,17,15,0,4,19,21,27,13,2,13,19,13,9,17,10,1,30,24,20,17,9,7,14,30,8,21,2,14,23,2,6,29,25,6,15,29,20,21,14,14,4,20,8,20,26,30,25,15,3,30,9,8,28,13,12,20,23,23
11,17,14,4,17,0,9,17,12,6,1,11,15,7,29,17,28,9,3,26,11,19,5,6,15,4,8,22,11,28,20,18,11,21,15,23,29,29,27,14,30,19,25,1,7,12,15,9,24,10,30,16,11,17,24,6,27,1,30,26,11,9,29,6,25,12,30,9,16,4,2,14,20,20,14,3,9,1,9,18,28,9,22,14,0,24,28,15,11,9,20,6,30,27,4,0,17,26,25,5
3,7,30,5,5,17,12,16,24,4,23,12,18,28,11,21,0,6,29,8,13,5,11,26,22,24,0,0,6,18,13,27,17,7,18,29,10,4,9,17,7,17,8,2,22,0,28,27,0,20,9,8,31,14,11,5,23,1,20,18,24,7,17,26,5,7,14,30,23,3,12,23,21,25,16,6,15,15,27,31,0,1,3,22,12,30,28,4,3,22,27,25,23,20,27,21,26,9,2,28
7,25,9,4,29,12,11,8,2,27,13,0,21,17,10,28,3,13,19,1,8,20,28,2,29,29,11,31,7,24,22,23,31,7,6,22,8,10,9,27,4,15,27,0,10,12,22,20,0,8,8,14,10,0,14,24,27,24,4,17,12,9,28,2,5,23,30,5,29,28,22,27,26,22,30,24,9,30,1,12,20,8,14,19,28,15,23,28,14,3,19,5,26,8,14,23,20,4,25,28
1,8,12,2,8,14,26,13,19,13,29,5,18,28,18,19,5,4,12,24,10,11,22,6,27,19,28,3,20,17,28,23,18,15,12,24,16,17,22,10,7,10,15,11,21,14,31,6,2,7,28,4,22,18,29,17,1,15,28,8,23,7,9,16,16,10,29,5,19,15,1,26,4,4,26,30,2,31,19,20,23,0,10,17,26,22,16,5,9,15,20,19,13,15,23,4,22,9,10,15
13,7,17,4,9,28,5,2,14,10,4,21,10,0,0,12,19,11,28,4,12,26,17,30,17,10,21,29,20,31,31,15,16,30,14,11,22,22,30,8,26,28,4,11,18,6,31,27,23,23,25,21,25,21,21,8,6,22,21,13,16,2,25,12,25,16,23,23,19,19,29,9,28,23,9,10,10,26,4,17,3,4,18,12,4,10,20,2,4,5,17,29,19,9,5,13,29,22,29,24
12,9,12,26,5,15,20,22,12,29,26,17,4,25,4,0,13,5,30,9,21,26,25,25,23,1,30,9,2,1,12,28,5,19,6,18,26,20,4,30,16,16,4,10,8,2,0,9,17,10,20,10,27,16,18,2,12,24,24,14,16,4,30,1,20,0,15,20,23,12,9,17,6,1,11,19,2,0,23,31,10,6,23,19,6,22,31,16,11,27,24,14,17,29,12,13,0,9,20,2
18,20,7,9,12,1,8,19,16,2,27,4,24,10,24,5,31,20,25,21,9,5,5,7,8,29,23,1,4,9,22,29,29,19,9,5,12,24,17,6,11,11,21,30,31,8,26,29,25,2,17,19,29,30,24,2,30,28,25,30,19,8,13,8,8,14,7,20,10,10,5,14,20,26,30,17,14,19,2,25,21,18,18,26,21,2,30,14,31,15,23,30,1,27,2,7,7,21,28,24
26,22,26,23,15,5,11,16,26,7,5,22,3,24,12,9,30,14,1,19,7,12,11,13,13,31,21,6,2,12,19,13,6,18,1,30,2,18,17,27,4,6,17,5,25,10,4,4,0,13,3,12,31,17,0,21,29,10,7,10,13,29,27,6,21,6,6,17,7,3,11,29,6,3,11,12,23,30,10,12,21,17,3,3,26,8,14,28,25,7,23,23,29,8,1,20,17,14,10,18
15,14,23,9,6,24,5,19,28,17,19,21,3,10,5,5,12,11,2,21,22,26,26,27,21,15,27,5,18,26,6,1,19,3,1,8,26,19,8,23,1,25,23,20,22,20,15,16,3,2,0,19,3,9,0,14,11,16,0,22,6,13,20,8,15,25,4,16,7,19,22,20,5,1,1,26,24,17,15,18,12,17,17,28,3,10,14,1,13,26,31,3,20,23,9,23,25,19,19,29
23,26,4,29,13,1,25,17,23,10,27,7,11,17,3,5,25,16,23,27,20,24,5,25,15,22,3,1,23,4,2,18,16,9,12,3,25,27,16,29,18,12,11,20,3,5,3,31,24,6,23,15,15,13,17,0,22,10,19,1,24,31,1,10,13,22,4,13,11,6,22,13,28,26,2,11,4,27,24,17,28,2,14,25,5,1,29,18,27,18,4,12,19,26,15,30,27,9,20,14
